,index,Id,MSSubClass,MSZoning,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
1199,1205,1206,20,0,14684,0,0,1,0,0,3,0,12,0,0,0,1,7,7,1990,1991,1,0,3,3,0,234.0,0,0,1,0,0,2,1,485,1,177,1496,2158,0,1,0,0,2196,0,0,2196,0,0,2,0,3,1,0,7,0,1,1,0,41.0,0,3,701,0,0,0,84,70,0,0,0,0,0,0,0,0,6,2009,0,0,271900
1200,1206,1207,20,4,8900,0,0,0,0,0,0,0,12,0,0,0,1,4,4,1966,1966,0,0,3,3,1,0.0,1,0,1,1,0,0,3,1056,0,0,0,1056,0,2,0,0,1056,0,0,1056,1,0,1,0,2,1,1,5,0,0,0,1,26.0,1,1,384,0,0,0,0,42,0,0,0,0,0,1,0,0,11,2006,0,0,107000
1201,1207,1208,20,0,9135,0,0,0,0,0,0,0,0,0,0,0,1,6,5,2003,2003,0,0,0,0,0,120.0,0,0,0,0,0,3,0,340,0,0,1342,1682,0,0,0,0,1700,0,0,1700,1,0,2,0,3,1,0,7,0,0,0,0,0.0,0,2,544,0,0,0,192,23,0,0,0,0,0,0,0,0,5,2006,0,0,200000
1202,1208,1209,20,0,7763,0,0,0,0,0,0,0,11,0,0,0,1,5,7,1962,1980,0,0,1,1,1,0.0,1,1,1,1,0,0,3,504,1,108,319,931,0,2,0,0,1283,0,0,1283,1,0,1,0,3,1,1,6,0,0,0,1,70.0,1,2,506,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2008,0,0,140000
1203,1209,1210,20,0,10182,0,0,1,0,0,3,0,5,5,0,0,1,8,5,2006,2006,1,0,0,0,2,420.0,0,0,0,2,0,2,0,1220,0,0,440,1660,0,0,0,0,1660,0,0,1660,1,0,2,0,3,1,0,8,0,1,2,0,13.0,0,2,500,0,0,0,322,50,0,0,0,0,0,0,0,0,5,2006,1,2,290000
1204,1210,1211,60,0,11218,0,0,0,0,0,0,0,12,0,0,0,0,6,5,1992,1992,0,0,2,5,1,0.0,0,0,0,0,0,0,2,0,0,0,1055,1055,0,0,0,0,1055,790,0,1845,0,0,2,1,3,1,0,8,0,1,1,0,79.0,0,2,462,0,0,0,635,104,0,0,0,0,0,3,1,400,5,2010,0,0,189000
1205,1211,1212,50,0,12134,0,0,1,1,0,0,1,17,0,0,0,2,8,7,1988,2005,0,0,2,5,1,0.0,0,0,3,0,0,3,0,427,0,0,132,559,0,1,0,0,1080,672,0,1752,0,0,2,0,4,1,1,8,0,0,0,5,65.0,0,2,492,0,0,0,325,12,0,0,0,0,0,0,0,0,6,2010,0,0,164000
1206,1212,1213,30,0,9340,0,0,0,0,0,0,0,15,0,0,0,1,4,6,1941,1950,1,0,1,1,1,0.0,1,0,1,1,0,0,3,344,0,0,328,672,0,2,0,0,672,0,0,672,1,0,1,0,2,1,1,4,0,0,0,0,81.0,1,1,234,0,0,1,0,113,0,0,0,0,0,0,0,0,8,2009,0,0,113000
1207,1213,1214,80,0,10246,0,0,1,0,0,3,0,9,0,0,0,5,4,9,1965,2001,0,0,0,0,1,0.0,1,1,1,1,1,3,0,648,0,0,0,648,0,0,0,0,960,0,0,960,1,1,0,0,0,1,1,3,0,0,0,0,10.0,1,1,364,0,0,0,88,0,0,0,0,0,0,0,0,0,5,2006,0,0,145000
1208,1214,1215,85,0,10205,0,0,1,0,0,0,0,11,0,0,0,4,5,5,1962,1962,0,0,1,1,1,0.0,1,0,1,1,0,3,4,784,0,0,141,925,0,2,0,0,999,0,0,999,1,0,1,0,3,1,1,6,0,0,0,0,12.0,1,1,300,0,0,0,150,72,0,0,0,0,0,0,0,0,5,2006,0,0,134500
1209,1215,1216,20,0,7094,0,0,1,0,0,0,0,9,0,0,0,1,5,5,1966,1966,0,0,0,0,1,0.0,1,0,1,1,0,0,3,180,5,374,340,894,0,2,0,0,894,0,0,894,0,0,1,0,3,1,1,5,0,0,0,1,26.0,0,1,384,0,0,0,0,0,0,0,0,0,0,1,0,0,5,2007,0,0,125000
1210,1216,1217,90,1,8930,0,0,0,0,0,0,0,9,4,0,2,2,6,5,1978,1978,0,0,0,0,1,0.0,1,0,4,3,2,4,5,0,2,0,0,0,0,2,0,0,1318,584,0,1902,0,0,2,0,4,2,1,8,0,0,0,0,77.0,1,2,539,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2010,0,0,112000
1211,1217,1218,20,3,8640,0,0,0,0,0,0,0,5,0,0,0,1,8,5,2009,2009,0,0,6,6,2,72.0,0,0,0,0,0,2,0,936,0,0,364,1300,0,0,0,0,1314,0,0,1314,1,0,2,0,3,1,0,6,0,0,0,0,49.0,0,2,552,0,0,0,135,112,0,0,0,0,0,0,0,0,9,2009,1,2,229456
1212,1218,1219,50,1,6240,0,0,0,0,0,0,0,8,0,0,0,2,4,5,1947,1950,0,0,8,9,1,0.0,1,0,4,3,2,4,5,0,2,0,0,0,0,1,1,0,672,240,0,912,0,0,1,0,2,1,1,3,0,0,0,4,31.0,3,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,7,2006,0,0,80500
1213,1219,1220,160,1,1680,0,0,0,0,0,0,0,22,0,0,4,0,6,5,1971,1971,0,0,6,6,0,236.0,1,0,1,1,0,0,2,0,0,0,672,672,0,2,0,0,672,546,0,1218,0,0,1,1,3,1,1,7,0,0,0,4,31.0,3,0,0,3,2,1,201,0,0,0,0,0,0,0,0,0,4,2006,0,1,91500
1214,1220,1221,20,0,7800,0,0,1,0,0,0,0,11,0,0,0,1,5,5,1964,1964,0,0,2,5,1,0.0,1,0,1,1,0,0,3,312,5,600,0,912,0,2,0,0,912,0,0,912,0,0,1,0,2,1,1,5,0,0,0,0,38.0,1,1,288,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2006,0,1,115000
1215,1221,1222,20,0,8250,0,0,0,0,0,0,0,9,1,0,0,1,5,5,1968,1968,1,0,3,3,1,0.0,1,0,1,1,0,0,4,250,5,492,210,952,0,0,0,0,1211,0,0,1211,0,0,1,0,3,1,1,5,0,1,1,0,21.0,1,1,322,0,0,0,0,63,0,0,0,0,0,0,0,0,8,2008,0,0,134000
1216,1222,1223,50,0,10496,0,0,0,0,0,0,0,11,3,0,0,2,6,6,1949,1950,0,0,2,5,0,320.0,1,0,1,1,0,2,3,196,0,0,844,1040,0,0,0,0,1168,678,0,1846,0,0,2,0,3,1,1,7,0,1,2,0,74.0,1,1,315,0,0,0,0,0,0,0,0,0,0,2,0,0,1,2007,0,0,143000
1217,1223,1224,20,0,10680,0,0,0,0,0,0,0,11,0,0,0,1,5,3,1951,1951,1,0,2,5,0,44.0,1,0,1,1,3,0,6,756,0,0,1380,2136,0,2,1,2,2136,0,0,2136,0,0,2,0,4,1,1,7,4,0,0,1,55.0,1,2,528,0,0,0,0,30,0,0,0,0,0,1,0,0,10,2006,0,0,137900
1218,1224,1225,60,0,15384,0,0,1,0,0,0,0,17,6,0,0,0,7,5,2004,2005,0,0,0,0,1,0.0,0,0,0,0,0,3,0,724,0,0,64,788,0,0,0,0,788,702,0,1490,1,0,2,1,3,1,0,8,0,1,2,0,6.0,2,2,388,0,0,0,100,75,0,0,0,0,0,0,0,0,2,2008,0,0,184000
1219,1225,1226,80,0,10482,0,0,0,0,0,0,0,11,0,0,0,5,6,8,1958,1958,1,0,0,0,0,63.0,1,1,1,1,0,3,0,507,0,0,81,588,0,0,0,0,1138,0,0,1138,0,1,1,0,3,1,1,6,0,0,0,0,18.0,0,1,264,0,0,0,224,0,0,0,0,0,0,4,0,0,6,2007,0,0,145000
1220,1226,1227,60,0,14598,0,0,1,0,0,3,0,5,1,0,0,0,6,5,2007,2007,0,0,0,0,2,74.0,0,0,0,0,0,2,2,0,0,0,894,894,0,0,0,0,894,1039,0,1933,0,0,2,1,4,1,0,9,0,1,2,2,22.0,2,3,668,0,0,0,100,18,0,0,0,0,0,0,0,0,1,2008,0,0,214000
1221,1227,1228,20,0,8872,0,0,0,0,0,2,0,11,0,0,0,1,5,8,1965,2008,0,0,0,0,0,300.0,1,0,1,1,0,0,1,595,0,0,317,912,0,0,0,0,912,0,0,912,1,0,1,0,2,1,0,5,0,0,0,1,79.0,1,2,576,0,0,0,0,240,0,0,0,0,0,0,0,0,12,2008,0,0,147000
1222,1228,1229,120,0,8769,0,0,0,0,0,2,0,10,0,0,3,1,9,5,2008,2008,1,0,1,1,0,766.0,2,0,0,2,0,0,0,1540,0,0,162,1702,0,0,0,0,1702,0,0,1702,1,0,1,1,1,1,2,7,0,1,2,0,23.0,2,3,1052,0,0,0,0,72,0,0,224,0,0,0,0,0,10,2008,1,2,367294
1223,1229,1230,80,0,7910,0,0,0,0,0,0,0,11,0,0,0,5,5,5,1960,1960,1,0,4,3,1,0.0,1,0,1,1,0,0,1,666,0,0,409,1075,0,1,0,0,1507,0,0,1507,0,0,2,0,4,1,1,7,2,0,0,5,14.0,1,1,404,0,0,0,0,0,0,0,0,0,0,2,0,0,8,2008,0,0,127000
1224,1230,1231,90,0,18890,0,0,1,0,0,0,0,9,1,7,2,2,5,5,1977,1977,5,0,7,4,1,1.0,1,0,1,0,0,0,0,498,4,211,652,1361,0,0,0,0,1361,1259,0,2620,0,0,2,2,4,2,1,12,0,1,1,2,33.0,0,2,600,0,0,1,155,24,145,0,0,0,0,0,2,8300,8,2007,0,0,190000
1225,1231,1232,90,0,7728,0,0,0,0,0,0,0,11,0,0,2,5,5,6,1962,1962,1,0,2,5,0,120.0,1,0,1,1,0,3,1,803,0,0,303,1106,0,2,0,0,1190,0,0,1190,1,0,1,0,3,1,1,6,0,0,0,0,12.0,1,2,540,0,0,0,0,18,0,0,0,0,0,2,0,0,5,2006,0,0,132500
1226,1232,1233,90,0,9842,0,0,0,0,0,1,0,11,0,0,2,1,4,5,1962,1962,0,0,3,3,1,0.0,1,0,4,3,2,4,5,0,2,0,0,0,0,2,0,0,1224,0,0,1224,0,0,2,0,2,2,1,6,0,0,0,3,12.0,1,2,462,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2007,0,0,101800
1227,1233,1234,20,0,12160,0,0,1,0,0,0,0,11,0,0,0,1,5,5,1959,1959,1,0,7,4,0,180.0,1,0,1,1,0,0,3,1000,0,0,188,1188,0,3,0,0,1188,0,0,1188,1,0,1,0,3,1,1,6,0,0,0,0,27.0,0,2,531,0,0,0,0,0,0,0,0,0,0,1,0,0,5,2010,2,1,142000
1228,1234,1235,70,4,8525,0,0,0,1,0,0,0,23,0,0,0,0,5,6,1911,1950,0,0,1,1,1,0.0,1,0,0,1,0,3,2,0,0,0,940,940,0,2,1,2,1024,940,0,1964,0,0,1,1,4,1,1,7,0,0,0,4,31.0,3,0,0,3,2,1,0,192,0,0,0,0,0,0,0,0,11,2008,0,1,130000
1229,1235,1236,70,0,13132,0,0,0,0,0,0,0,2,0,0,0,0,5,5,1914,1950,0,0,2,5,1,0.0,1,0,2,0,0,2,2,0,0,0,747,747,0,1,0,1,892,892,0,1784,0,0,1,1,4,1,1,9,0,0,0,1,93.0,1,1,180,1,1,1,203,40,0,0,0,0,0,0,0,0,7,2006,0,0,138887
1230,1236,1237,160,0,2628,0,0,0,0,0,0,0,10,0,0,4,0,7,5,2003,2003,0,0,0,2,2,106.0,0,0,0,0,0,0,2,0,0,0,764,764,0,0,0,0,764,862,0,1626,0,0,2,1,2,1,0,6,0,0,0,2,0.0,0,2,474,0,0,0,0,27,0,0,0,0,0,0,0,0,6,2010,0,0,175500
1231,1237,1238,60,0,12393,0,0,2,0,0,1,0,0,0,0,0,0,7,5,2004,2005,0,0,0,0,1,0.0,0,0,0,0,0,0,2,0,0,0,847,847,0,0,0,0,847,1101,0,1948,0,0,2,1,4,1,0,8,0,1,2,2,6.0,2,2,434,0,0,0,100,48,0,0,0,0,0,0,0,0,9,2006,0,0,195000
1232,1238,1239,20,0,13072,0,0,0,0,0,0,0,12,4,0,0,1,6,5,2005,2005,0,0,0,0,1,0.0,0,0,0,0,0,0,2,0,0,0,1141,1141,0,0,0,0,1141,0,0,1141,0,0,1,1,3,1,1,6,0,0,0,1,11.0,1,2,484,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2006,0,1,142500
1233,1239,1240,20,0,9037,0,0,1,3,0,0,0,16,0,0,0,1,8,5,2006,2006,1,0,0,0,0,32.0,0,0,0,0,0,3,0,428,0,0,1048,1476,0,0,0,0,1484,0,0,1484,0,0,2,0,2,1,2,6,0,1,2,0,13.0,0,2,472,0,0,0,120,33,0,0,0,0,0,0,0,0,12,2007,0,0,265900
1234,1240,1241,60,0,8158,0,0,0,0,0,0,0,0,0,0,0,0,7,5,2003,2003,0,0,0,0,0,252.0,0,0,0,0,0,0,0,550,0,0,334,884,0,0,0,0,884,884,0,1768,1,0,2,1,3,1,0,8,0,0,0,0,0.0,0,2,543,0,0,0,0,63,0,0,0,0,0,0,0,0,7,2008,0,0,224900
1235,1241,1242,20,0,9849,0,0,0,0,0,0,0,5,0,0,0,1,7,6,2007,2007,1,0,0,0,2,0.0,0,0,0,0,0,3,2,0,0,0,1689,1689,0,0,0,0,1689,0,0,1689,0,0,2,0,3,1,0,7,0,0,0,0,22.0,0,3,954,0,0,0,0,56,0,0,0,0,0,0,0,0,6,2007,1,2,248328
1236,1242,1243,85,0,10625,0,0,0,0,0,0,0,6,0,0,0,4,7,6,1974,1974,0,0,7,4,0,81.0,1,0,1,0,0,1,0,885,5,168,0,1053,0,2,0,0,1173,0,0,1173,1,0,2,0,3,1,0,6,0,2,1,0,48.0,0,2,528,0,0,0,0,120,0,0,0,0,0,1,0,0,1,2010,0,5,170000
1237,1244,1245,70,0,11435,0,0,1,3,0,2,1,2,0,0,0,0,8,7,1929,1950,0,0,4,8,1,0.0,1,0,0,0,0,0,2,0,0,0,792,792,0,3,0,0,792,725,0,1517,0,0,1,0,3,1,0,7,0,2,2,1,8.0,1,2,400,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2006,0,0,230000
1238,1245,1246,80,0,12090,0,0,0,0,0,0,0,6,0,0,0,5,6,7,1984,2003,1,0,0,0,0,74.0,1,0,1,0,0,0,2,0,0,0,585,585,0,0,0,0,1140,728,0,1868,0,0,3,1,3,1,1,7,0,1,1,2,61.0,2,2,477,0,0,0,268,112,0,0,147,0,0,0,0,0,1,2007,0,1,178000
1239,1246,1247,60,3,8125,0,0,0,0,0,0,0,5,0,0,0,0,7,5,2005,2006,0,0,0,0,1,0.0,0,0,0,0,0,0,2,0,0,0,756,756,0,0,0,0,756,797,0,1553,0,0,2,1,3,1,0,6,0,0,0,0,11.0,0,2,615,0,0,0,0,45,0,0,0,0,0,0,0,0,3,2006,1,2,186500
1240,1247,1248,80,0,12328,0,0,1,0,0,0,0,4,0,0,0,5,6,5,1976,1976,0,0,3,3,0,335.0,1,0,1,1,0,3,0,539,0,0,473,1012,0,2,0,0,1034,0,0,1034,1,0,1,0,3,1,1,6,0,0,0,0,1.0,1,3,888,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2010,0,0,169900
1241,1248,1249,75,1,9600,0,1,0,0,0,0,0,7,0,0,0,6,6,5,1917,1950,0,0,8,9,1,0.0,1,0,2,0,0,0,3,319,0,0,416,735,4,3,1,0,1134,924,0,2058,0,0,1,1,3,1,1,8,0,1,2,1,50.0,1,2,396,1,1,2,0,0,259,0,0,0,0,0,0,0,4,2008,0,0,129500
1242,1249,1250,20,0,7200,0,0,0,0,0,0,0,11,0,0,0,1,5,7,1950,1950,0,0,1,1,1,0.0,1,0,1,1,0,0,4,534,4,96,246,876,0,2,0,0,988,0,0,988,0,0,1,0,3,1,1,6,0,0,0,0,50.0,1,1,276,0,0,0,0,80,0,0,0,0,0,0,0,0,5,2007,0,0,119000
1243,1250,1251,20,0,11160,0,0,0,0,0,2,0,11,0,0,0,1,7,5,1968,1968,1,0,4,7,1,0.0,0,0,1,1,0,0,1,1065,0,0,1045,2110,0,0,0,0,2110,0,0,2110,1,0,2,1,3,1,2,8,0,2,1,0,21.0,2,2,522,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2010,0,0,244000
1244,1251,1252,120,0,3136,0,0,1,0,0,2,0,10,0,0,3,1,7,5,2003,2003,0,0,0,2,2,163.0,0,0,0,0,0,0,2,0,0,0,1405,1405,0,0,0,0,1405,0,0,1405,0,0,2,0,2,1,0,6,0,1,2,0,0.0,0,2,478,0,0,0,148,36,0,0,0,0,0,0,0,0,3,2006,0,0,171750
1245,1252,1253,20,0,9858,0,0,0,0,0,0,0,4,0,0,0,1,5,6,1968,1968,0,0,3,3,1,0.0,1,0,1,1,0,0,4,510,0,0,354,864,0,2,0,0,874,0,0,874,1,0,1,0,3,1,1,5,0,0,0,0,21.0,0,1,288,0,0,0,33,0,0,0,0,0,0,2,1,600,11,2009,0,0,130000
1246,1253,1254,60,0,17542,0,0,1,0,0,0,0,1,0,0,0,0,7,7,1974,2003,0,0,2,5,1,0.0,0,0,1,1,0,1,6,125,3,1031,36,1192,0,2,0,0,1516,651,0,2167,1,0,2,1,3,1,0,9,0,2,2,0,48.0,0,2,518,0,0,0,220,47,0,0,0,0,0,1,0,0,7,2007,0,0,294000
1247,1254,1255,60,0,6931,0,0,0,0,0,0,0,15,0,0,0,0,7,5,2003,2004,0,0,0,0,2,92.0,0,0,0,0,0,0,2,0,0,0,746,746,0,0,0,0,760,896,0,1656,0,0,2,1,3,1,0,7,0,1,2,2,0.0,2,2,397,0,0,0,178,128,0,0,0,0,0,0,0,0,7,2008,0,0,165400
1248,1255,1256,50,1,6240,0,0,0,0,0,0,0,8,0,0,0,2,6,6,1931,1950,0,0,2,5,1,0.0,1,0,2,1,3,0,6,425,0,0,459,884,0,2,0,2,959,408,0,1367,0,0,1,0,3,1,1,6,0,1,2,1,77.0,1,1,560,0,0,0,0,0,0,0,120,0,0,0,0,0,11,2007,0,0,127500
1249,1256,1257,20,0,14303,0,0,1,0,0,2,0,3,0,0,0,1,8,5,1994,1994,1,0,3,3,0,554.0,0,0,0,0,0,1,0,1314,0,0,672,1986,0,0,0,0,1987,0,0,1987,1,0,2,0,2,1,0,7,0,1,1,0,75.0,2,2,691,0,0,0,262,36,0,0,0,0,0,0,0,0,8,2008,0,0,301500
1250,1257,1258,30,0,4060,0,0,0,0,0,2,0,15,1,0,0,1,5,8,1922,1950,0,0,2,5,1,0.0,1,0,0,4,0,0,2,0,0,0,864,864,0,0,0,0,864,0,0,864,0,0,1,0,2,1,1,4,0,0,0,4,31.0,3,0,0,3,2,0,0,96,0,0,0,0,0,0,0,0,7,2009,0,0,99900
1251,1258,1259,80,0,9587,0,0,1,0,0,0,0,17,0,0,0,5,7,5,2005,2005,0,0,0,0,2,182.0,0,0,0,0,0,1,0,655,0,0,201,856,0,0,0,0,1166,0,0,1166,1,0,2,0,2,1,0,5,0,0,0,0,11.0,2,2,400,0,0,0,212,0,0,0,0,0,0,0,0,0,7,2008,0,0,190000
1252,1259,1260,20,0,9750,0,0,0,0,0,1,0,11,0,0,0,1,6,8,1969,1969,0,0,3,3,1,0.0,1,0,1,0,0,0,1,602,5,438,14,1054,0,1,0,0,1054,0,0,1054,1,0,1,1,3,1,1,6,0,0,0,0,56.0,1,2,460,0,0,0,180,0,0,0,80,0,0,0,0,0,7,2008,0,0,151000
1253,1260,1261,60,0,24682,0,0,3,0,0,3,0,17,6,0,0,0,6,5,1999,1999,0,0,0,0,1,0.0,1,0,0,0,0,0,2,0,0,0,841,841,0,0,0,0,892,783,0,1675,0,0,2,1,3,1,1,7,0,1,1,2,39.0,2,2,502,0,0,0,0,103,0,0,0,0,0,0,0,0,6,2009,0,0,181000
1254,1261,1262,20,0,9600,0,0,0,0,0,0,0,11,0,0,0,1,5,6,1956,1956,1,0,1,1,1,0.0,1,0,1,1,0,0,3,504,0,0,546,1050,0,1,0,0,1050,0,0,1050,0,0,1,0,2,1,1,5,0,0,0,0,46.0,1,1,338,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2009,0,0,128900
1255,1262,1263,50,0,11250,0,0,0,0,0,0,0,19,0,0,0,2,4,5,1957,1989,0,0,2,5,1,0.0,1,0,1,1,0,3,2,0,0,0,1104,1104,0,0,0,2,1104,684,0,1788,1,0,1,0,5,1,1,8,3,2,1,0,24.0,1,1,304,0,0,0,120,0,0,0,0,0,0,0,0,0,11,2009,0,0,161500
1256,1263,1264,70,0,13515,0,2,0,0,0,0,0,8,0,0,0,0,6,6,1919,1950,2,0,2,5,1,0.0,1,0,0,1,0,0,2,0,0,0,764,764,0,0,0,2,1060,764,0,1824,0,0,1,0,3,1,1,8,0,1,2,1,73.0,1,2,520,0,0,1,0,0,126,0,0,0,0,3,0,0,7,2007,0,0,180500
1257,1264,1265,120,4,4060,0,0,0,0,0,0,0,11,0,0,3,1,6,5,1998,1999,0,0,1,1,1,0.0,0,0,0,0,0,0,0,266,0,0,1139,1405,0,0,0,0,1337,0,0,1337,1,0,2,0,2,1,0,5,0,0,0,0,3.0,2,2,511,0,0,0,144,68,0,0,0,0,0,0,0,0,8,2008,2,1,181000
1258,1265,1266,160,3,3735,0,0,0,0,0,4,0,5,0,0,3,0,7,5,1999,1999,1,0,1,1,0,218.0,0,0,0,0,0,0,0,450,0,0,241,691,0,0,0,0,713,739,0,1452,1,0,2,1,3,1,0,6,0,0,0,1,39.0,1,2,506,0,0,0,0,34,0,0,0,0,0,0,0,0,3,2006,0,0,183900
1259,1266,1267,190,1,10120,0,0,1,1,0,0,0,7,1,0,1,6,7,4,1910,1950,1,0,2,5,1,0.0,3,0,1,1,0,0,2,0,0,0,925,925,0,2,1,1,964,925,0,1889,0,0,1,1,4,2,1,9,0,1,2,1,14.0,1,1,308,0,0,1,0,0,264,0,0,0,0,1,0,0,1,2007,0,0,122000
1260,1267,1268,20,0,13214,0,0,1,3,0,0,0,16,0,0,0,1,9,5,2008,2009,1,0,9,6,1,0.0,2,0,0,2,0,1,2,0,0,0,2002,2002,0,0,0,0,2018,0,0,2018,0,0,2,0,3,1,2,10,0,1,2,0,49.0,2,3,746,0,0,0,144,76,0,0,0,0,0,0,0,0,5,2010,0,0,378500
1261,1268,1269,50,0,14100,0,0,1,0,0,0,1,2,0,0,0,2,8,9,1935,1997,0,0,9,8,0,632.0,1,1,1,1,0,2,3,192,0,0,536,728,0,0,0,0,1968,1479,0,3447,0,0,3,1,4,1,0,11,0,2,2,2,78.0,1,3,1014,0,0,0,314,12,0,0,0,0,0,2,0,0,5,2008,0,0,381000
1262,1269,1270,50,0,11344,0,0,0,0,0,0,0,11,1,0,0,2,5,5,1958,1958,0,0,1,1,0,180.0,1,0,1,1,0,0,4,460,0,0,414,874,1,2,0,2,874,650,0,1524,0,0,1,1,3,1,1,7,0,0,0,0,18.0,1,1,315,0,0,0,0,0,0,0,0,0,0,2,0,0,7,2007,0,0,144000
1263,1270,1271,40,0,23595,0,0,0,2,0,0,2,19,0,0,0,1,7,6,1979,1979,5,3,7,4,1,0.0,0,0,0,0,0,1,0,1258,0,0,74,1332,0,2,0,0,1332,192,0,1524,2,0,0,1,0,1,0,4,0,1,1,0,54.0,2,2,586,0,0,0,268,0,0,0,0,0,0,0,0,0,4,2010,0,0,260000
1264,1271,1272,20,0,9156,0,0,1,0,0,0,0,6,2,0,0,1,6,7,1968,1968,1,0,4,7,1,0.0,1,0,1,1,0,0,2,0,0,0,1489,1489,0,1,0,0,1489,0,0,1489,0,0,2,0,3,1,0,7,0,1,2,0,21.0,0,2,462,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2009,0,0,185750
1265,1272,1273,20,0,13526,0,0,1,0,0,3,0,9,0,0,0,1,5,6,1965,1965,1,0,3,4,0,114.0,1,0,1,1,0,0,4,560,5,375,0,935,0,2,0,0,935,0,0,935,1,0,1,0,3,1,1,5,0,0,0,0,10.0,1,1,288,0,0,0,180,0,0,0,0,0,0,1,0,0,11,2006,0,0,137000
1266,1273,1274,80,0,11512,0,0,1,0,0,2,0,15,0,0,0,5,6,7,1959,2006,0,0,7,4,0,84.0,1,0,1,1,0,3,1,719,0,0,300,1019,0,1,0,0,1357,0,0,1357,1,0,1,0,2,1,2,5,0,1,2,5,27.0,0,1,312,0,0,0,0,0,0,0,163,0,0,3,0,0,5,2008,0,0,177000
1267,1274,1275,50,0,5362,0,0,0,0,0,2,0,2,0,0,0,2,5,6,1910,2003,0,0,2,2,1,0.0,1,0,0,1,0,0,2,0,0,0,661,661,0,0,0,0,661,589,0,1250,0,0,2,0,3,1,1,8,0,1,2,1,35.0,1,2,552,0,0,0,242,0,81,0,0,0,0,0,0,0,11,2007,0,0,139000
1268,1275,1276,90,0,11345,0,0,0,0,0,2,0,11,1,0,2,0,5,5,1948,1950,0,6,8,9,2,567.0,1,0,1,1,0,0,3,220,0,0,708,928,0,1,0,2,928,992,0,1920,0,0,2,0,4,2,1,10,0,0,0,1,47.0,1,2,400,0,1,0,0,0,0,0,0,0,0,0,0,0,7,2007,0,0,137000
1269,1276,1277,60,0,12936,0,0,1,0,0,3,0,6,0,0,0,0,6,6,1972,1972,0,0,3,4,1,0.0,1,0,1,1,1,0,4,593,0,0,130,723,0,2,0,0,735,660,0,1395,0,1,1,1,3,1,1,6,0,1,1,0,68.0,1,2,497,0,0,0,294,116,0,0,0,0,0,0,0,0,12,2009,0,0,162000
1270,1277,1278,80,0,17871,0,0,1,0,0,3,0,6,0,0,0,5,6,5,1967,1976,0,0,3,3,0,359.0,1,0,1,0,0,3,1,528,0,0,1152,1680,0,3,0,0,1724,0,0,1724,1,0,1,1,3,1,1,7,0,1,2,0,17.0,0,2,480,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2009,0,0,197900
1271,1279,1280,50,2,7500,0,0,0,0,0,0,0,13,0,0,0,2,4,4,1920,1950,0,0,1,1,1,0.0,1,1,1,1,0,0,2,0,0,0,698,698,0,2,0,2,698,430,0,1128,0,0,1,0,2,1,1,6,0,0,0,1,70.0,0,2,528,0,0,0,30,0,164,0,0,0,0,0,0,0,4,2010,2,1,68400
1272,1280,1281,20,0,9808,0,0,1,0,0,0,0,0,0,0,0,1,7,5,2002,2002,0,0,0,0,0,110.0,0,0,0,0,0,0,0,788,0,0,785,1573,0,0,0,0,1573,0,0,1573,1,0,2,0,3,1,0,6,0,0,0,0,20.0,0,2,544,0,0,0,0,72,0,0,0,0,0,0,0,0,3,2009,0,0,227000
1273,1281,1282,20,0,8049,0,0,1,0,0,3,0,16,0,0,0,1,7,5,1990,1990,1,0,3,3,0,54.0,1,0,1,0,0,0,1,1053,0,0,256,1309,0,2,0,0,1339,0,0,1339,1,0,2,0,2,1,1,6,0,1,1,0,41.0,2,2,484,2,3,0,0,58,0,0,90,0,0,0,0,0,7,2006,0,0,180000
